aqi,co,co_8hr,county,datacreationdate,latitude,longitude,no,no2,nox,o3,o3_8hr,pm10,pm10_avg,pm2.5,pm2.5_avg,pollutant,siteid,sitename,so2,so2_avg,status,unit,winddirec,windspeed
89,0.33,0.4,臺中市,2022/3/12 11:00,24.162197,120.616917,3.6,16.4,20.1,53.3,16,51,51,28,31,細懸浮微粒,32,西屯,2.1,1,普通,,187,1.8
91,0.34,0.5,臺中市,2022/3/12 10:00,24.162197,120.616917,5.3,18.3,23.6,36.1,10,45,51,22,32,細懸浮微粒,32,西屯,1.6,1,普通,,178,1.4
93,0.44,0.5,臺中市,2022/3/12 09:00,24.162197,120.616917,8.4,19.8,28.2,25.3,5,41,52,32,32,細懸浮微粒,32,西屯,1.8,1,普通,,95,0.4
92,0.5,0.6,臺中市,2022/3/12 08:00,24.162197,120.616917,9.8,20.6,30.4,10.7,3,52,54,37,32,細懸浮微粒,32,西屯,1.8,1,普通,,54,0.4
89,0.47,0.6,臺中市,2022/3/12 07:00,24.162197,120.616917,9.8,23.5,33.4,5.8,2,54,55,34,31,細懸浮微粒,32,西屯,1.6,1,普通,,31,0.3
89,0.53,0.6,臺中市,2022/3/12 06:00,24.162197,120.616917,11.6,27,38.7,1.3,3,44,56,28,31,細懸浮微粒,32,西屯,1.5,1,普通,,26,0.3
90,0.58,0.6,臺中市,2022/3/12 05:00,24.162197,120.616917,17.1,32.1,49.2,1,7,50,60,32,32,細懸浮微粒,32,西屯,1.4,1,普通,,134,0.3
90,0.72,0.5,臺中市,2022/3/12 04:00,24.162197,120.616917,34.3,34.1,68.4,1.1,13,65,63,32,31,細懸浮微粒,32,西屯,1.5,1,普通,,191,0.3
88,0.73,0.5,臺中市,2022/3/12 03:00,24.162197,120.616917,28,35.5,63.5,1.1,20,61,61,36,31,細懸浮微粒,32,西屯,1.5,1,普通,,71,0.4
84,0.7,0.4,臺中市,2022/3/12 02:00,24.162197,120.616917,13.2,37.5,50.8,1,27,70,60,35,29,細懸浮微粒,32,西屯,1.4,1,普通,,307,0.4
81,0.57,0.4,臺中市,2022/3/12 01:00,24.162197,120.616917,5.6,43.9,49.5,2.7,34,75,57,34,28,細懸浮微粒,32,西屯,1.4,1,普通,,34,0.3
76,0.59,0.3,臺中市,2022/3/12 00:00,24.162197,120.616917,7,48.3,55.3,2.2,42,56,53,34,26,細懸浮微粒,32,西屯,1.7,1,普通,,3,0.4
71,0.53,0.3,臺中市,2022/3/11 23:00,24.162197,120.616917,1.6,32.5,34.1,18.4,50,57,52,28,24,細懸浮微粒,32,西屯,1.8,1,普通,,102,0.3
70,0.42,0.2,臺中市,2022/3/11 22:00,24.162197,120.616917,0.8,22.7,23.6,35.7,56,58,51,27,23,細懸浮微粒,32,西屯,2,1,普通,,59,0.4
68,0.32,0.2,臺中市,2022/3/11 21:00,24.162197,120.616917,0.8,19.2,20,46.1,60,55,50,26,22,細懸浮微粒,32,西屯,2.2,1,普通,,21,2.2
77,0.3,0.2,臺中市,2022/3/11 20:00,24.162197,120.616917,0.9,17.5,18.4,53.8,63,55,49,23,21,臭氧八小時,32,西屯,1.4,1,普通,,1,2.5
77,0.29,0.2,臺中市,2022/3/11 19:00,24.162197,120.616917,1.2,17.7,19,57.7,63,55,48,25,20,臭氧八小時,32,西屯,1.3,1,普通,,14,2.4
71,0.25,0.1,臺中市,2022/3/11 18:00,24.162197,120.616917,1.8,18.3,20.1,57.5,61,54,46,21,19,臭氧八小時,32,西屯,1.2,1,普通,,5,3.5
59,0.19,0.2,臺中市,2022/3/11 17:00,24.162197,120.616917,1.5,10.6,12.1,66.6,57,54,42,17,19,細懸浮微粒,32,西屯,1.1,1,普通,,2,3.2
59,0.17,0.2,臺中市,2022/3/11 16:00,24.162197,120.616917,1.2,7.5,8.8,67.9,52,48,39,12,19,細懸浮微粒,32,西屯,1,1,普通,,349,3.7
66,0.16,0.2,臺中市,2022/3/11 15:00,24.162197,120.616917,1.1,5.5,6.6,68,47,39,38,,21,細懸浮微粒,32,西屯,1,1,普通,,346,3.7
66,0.16,0.3,臺中市,2022/3/11 14:00,24.162197,120.616917,1.2,5.3,6.6,68,39,35,38,21,22,細懸浮微粒,32,西屯,1.1,1,普通,,324,2.7
70,0.17,0.3,臺中市,2022/3/11 13:00,24.162197,120.616917,1.9,7.2,9.2,64.9,31,37,40,16,23,細懸浮微粒,32,西屯,1.2,1,普通,,301,3.1
74,0.22,0.3,臺中市,2022/3/11 12:00,24.162197,120.616917,3.2,12,15.2,56.7,25,43,42,23,25,細懸浮微粒,32,西屯,1.6,1,普通,,3,2.5
79,0.25,0.3,臺中市,2022/3/11 11:00,24.162197,120.616917,5.6,14.3,19.9,44.6,18,36,42,21,27,細懸浮微粒,32,西屯,2.2,1,普通,,26,2.9
80,0.37,0.3,臺中市,2022/3/11 10:00,24.162197,120.616917,11,22.7,33.7,27.2,13,46,45,30,27,細懸浮微粒,32,西屯,2.1,1,普通,,47,2.5
76,0.47,0.4,臺中市,2022/3/11 09:00,24.162197,120.616917,9.9,23.5,33.5,22.1,10,41,45,23,26,細懸浮微粒,32,西屯,2.1,1,普通,,34,0.4
76,0.36,0.4,臺中市,2022/3/11 08:00,24.162197,120.616917,4.4,16.9,21.4,24.6,7,45,45,34,26,細懸浮微粒,32,西屯,1.4,1,普通,,35,0.3
73,0.42,0.5,臺中市,2022/3/11 07:00,24.162197,120.616917,17.4,23.6,41.1,7.8,4,43,45,22,24,細懸浮微粒,32,西屯,1.6,1,普通,,14,1
73,0.35,0.5,臺中市,2022/3/11 06:00,24.162197,120.616917,5.3,21.1,26.4,7.8,4,34,46,15,25,細懸浮微粒,32,西屯,1.1,1,普通,,74,0.3
80,0.29,0.6,臺中市,2022/3/11 05:00,24.162197,120.616917,1.2,19.1,20.4,10.7,3,34,47,20,27,細懸浮微粒,32,西屯,0.8,1,普通,,242,0.3
84,0.37,0.6,臺中市,2022/3/11 04:00,24.162197,120.616917,2.8,24.3,27.2,5.6,3,39,51,26,29,細懸浮微粒,32,西屯,1.1,1,普通,,215,0.3
86,0.56,0.6,臺中市,2022/3/11 03:00,24.162197,120.616917,9.3,29.2,38.6,2.2,6,47,53,24,30,細懸浮微粒,32,西屯,1.1,1,普通,,169,0.3
87,0.59,0.6,臺中市,2022/3/11 02:00,24.162197,120.616917,5.5,31,36.5,2.3,11,44,56,33,30,細懸浮微粒,32,西屯,1.2,1,普通,,200,0.3
87,0.68,0.6,臺中市,2022/3/11 01:00,24.162197,120.616917,9.9,39.8,49.8,1.7,17,59,60,35,30,細懸浮微粒,32,西屯,1.8,1,普通,,243,0.3
83,0.77,0.5,臺中市,2022/3/11 00:00,24.162197,120.616917,15.1,39.4,54.5,1,24,53,59,34,28,細懸浮微粒,32,西屯,1.6,1,普通,,206,0.3
80,0.84,0.5,臺中市,2022/3/10 23:00,24.162197,120.616917,19.6,46.9,66.6,0.8,30,75,60,32,27,細懸浮微粒,32,西屯,1.6,1,普通,,73,0.3
76,0.86,0.4,臺中市,2022/3/10 22:00,24.162197,120.616917,17.9,54.4,72.4,1,37,81,56,38,26,細懸浮微粒,32,西屯,1.5,1,普通,,19,0.3
68,0.61,0.3,臺中市,2022/3/10 21:00,24.162197,120.616917,1.6,47.4,49,11.6,45,60,50,27,22,細懸浮微粒,32,西屯,1.3,1,普通,,349,0.4
65,0.46,0.3,臺中市,2022/3/10 20:00,24.162197,120.616917,0.4,25.6,26,29.1,52,62,48,30,21,細懸浮微粒,32,西屯,1.3,1,普通,,319,0.4
61,0.33,0.2,臺中市,2022/3/10 19:00,24.162197,120.616917,0.5,16.9,17.5,44.3,56,54,44,23,20,細懸浮微粒,32,西屯,1.3,1,普通,,11,0.3
61,0.26,0.2,臺中市,2022/3/10 18:00,24.162197,120.616917,0.8,12.9,13.8,51.6,58,49,41,20,19,臭氧八小時,32,西屯,1.3,1,普通,,341,0.4
59,0.18,0.2,臺中市,2022/3/10 17:00,24.162197,120.616917,1.8,13,14.9,52.7,57,42,40,17,19,細懸浮微粒,32,西屯,1.4,1,普通,,341,2
60,0.83,0.2,臺中市,2022/3/10 16:00,24.162197,120.616917,3.1,16.8,19.9,50.5,54,39,40,20,19,細懸浮微粒,32,西屯,5.4,1,普通,,326,2.5
62,0.33,0.2,臺中市,2022/3/10 15:00,24.162197,120.616917,1.2,9.5,10.8,57,49,34,42,17,20,細懸浮微粒,32,西屯,2.8,1,普通,,304,3.9
65,0.16,0.2,臺中市,2022/3/10 14:00,24.162197,120.616917,0.7,6.4,7.2,68,44,42,44,18,21,細懸浮微粒,32,西屯,1.3,1,普通,,300,2.8
64,0.14,0.2,臺中市,2022/3/10 13:00,24.162197,120.616917,0.7,5.4,6.2,65.6,38,40,44,16,21,細懸浮微粒,32,西屯,1.4,1,普通,,125,2.4
66,0.14,0.2,臺中市,2022/3/10 12:00,24.162197,120.616917,1,6.5,7.5,63.7,31,42,46,20,22,細懸浮微粒,32,西屯,1.3,1,普通,,223,3.1
69,0.16,0.3,臺中市,2022/3/10 11:00,24.162197,120.616917,1.2,7.4,8.7,58.5,27,40,48,16,23,細懸浮微粒,32,西屯,1.5,1,普通,,193,2.2
74,0.2,0.3,臺中市,2022/3/10 10:00,24.162197,120.616917,4,13,17.1,46,23,44,49,16,25,細懸浮微粒,32,西屯,1.8,1,普通,,172,2.2
76,0.41,0.3,臺中市,2022/3/10 09:00,24.162197,120.616917,8.3,23.2,31.6,30.2,21,55,49,21,26,細懸浮微粒,32,西屯,2.3,1,普通,,190,2.4
80,0.5,0.3,臺中市,2022/3/10 08:00,24.162197,120.616917,13.6,27.1,40.7,10.8,20,43,49,26,27,細懸浮微粒,32,西屯,2.1,1,普通,,186,1.1
84,0.31,0.3,臺中市,2022/3/10 07:00,24.162197,120.616917,1.4,20.2,21.7,11.7,22,42,53,25,29,細懸浮微粒,32,西屯,1.5,1,普通,,193,0.3
89,0.26,0.3,臺中市,2022/3/10 06:00,24.162197,120.616917,0.5,15.6,16.1,19.1,25,38,58,22,31,細懸浮微粒,32,西屯,1.4,1,普通,,194,0.3
89,0.29,0.3,臺中市,2022/3/10 05:00,24.162197,120.616917,0.6,21.1,21.8,13.5,26,53,58,32,31,細懸浮微粒,32,西屯,1.2,1,普通,,207,0.3
83,0.3,0.3,臺中市,2022/3/10 04:00,24.162197,120.616917,0.2,13,13.3,27.6,31,66,57,40,29,細懸浮微粒,32,西屯,1.1,1,普通,,183,0.3
78,0.33,0.3,臺中市,2022/3/10 03:00,24.162197,120.616917,0.1,13.4,13.5,31.4,34,72,57,44,26,細懸浮微粒,32,西屯,1.3,1,普通,,175,0.3
71,0.29,0.3,臺中市,2022/3/10 02:00,24.162197,120.616917,0.5,16.1,16.7,26.7,37,39,55,21,24,細懸浮微粒,32,西屯,1.3,1,普通,,210,0.5
72,0.32,0.3,臺中市,2022/3/10 01:00,24.162197,120.616917,0.6,18.1,18.7,26.9,42,49,58,21,24,細懸浮微粒,32,西屯,1.3,1,普通,,204,1.4
72,0.43,0.3,臺中市,2022/3/10 00:00,24.162197,120.616917,0.6,20.8,21.5,26.8,47,71,60,31,24,細懸浮微粒,32,西屯,1.6,1,普通,,209,0.3
67,0.38,0.2,臺中市,2022/3/9 23:00,24.162197,120.616917,0.6,18.3,19,35.4,52,69,58,32,22,細懸浮微粒,32,西屯,1.3,1,普通,,214,0.3
63,0.45,0.2,臺中市,2022/3/9 22:00,24.162197,120.616917,0.9,27.4,28.4,25.8,56,63,56,24,20,細懸浮微粒,32,西屯,1.1,1,普通,,176,1.2
71,0.31,0.2,臺中市,2022/3/9 21:00,24.162197,120.616917,0.6,13.5,14.2,48.8,61,66,53,26,19,臭氧八小時,32,西屯,0.9,1,普通,,87,0.3
77,0.27,0.2,臺中市,2022/3/9 20:00,24.162197,120.616917,0.6,12.2,12.9,55.5,63,64,49,20,17,臭氧八小時,32,西屯,0.9,1,普通,,338,0.3
80,0.25,0.1,臺中市,2022/3/9 19:00,24.162197,120.616917,0.7,12.3,13,55.9,64,58,46,21,17,臭氧八小時,32,西屯,1,1,普通,,347,1.2
77,0.21,0.1,臺中市,2022/3/9 18:00,24.162197,120.616917,0.8,9.9,10.7,61.1,63,46,42,18,16,臭氧八小時,32,西屯,1.2,1,普通,,337,2
67,0.18,0.2,臺中市,2022/3/9 17:00,24.162197,120.616917,1.1,8.8,9.9,68.8,60,41,42,12,16,臭氧八小時,32,西屯,1,1,普通,,356,4.6
51,0.17,0.2,臺中市,2022/3/9 16:00,24.162197,120.616917,1,7.3,8.3,68.8,55,39,42,16,16,細懸浮微粒,32,西屯,1.1,1,普通,,355,5.3
50,0.16,0.3,臺中市,2022/3/9 15:00,24.162197,120.616917,1,5.6,6.7,68.3,47,38,43,12,15,,32,西屯,1.2,1,良好,,355,4.3
55,0.18,0.3,臺中市,2022/3/9 14:00,24.162197,120.616917,1.1,5.4,6.6,68.2,39,46,43,17,17,細懸浮微粒,32,西屯,1.1,1,普通,,347,3.9
57,0.18,0.3,臺中市,2022/3/9 13:00,24.162197,120.616917,1.1,6.2,7.4,59.4,31,39,44,9,18,細懸浮微粒,32,西屯,1.3,1,普通,,319,3.5
62,0.19,0.4,臺中市,2022/3/9 12:00,24.162197,120.616917,1.1,7,8.2,62.2,24,45,46,,20,細懸浮微粒,32,西屯,1.5,1,普通,,327,3.5
61,0.31,0.4,臺中市,2022/3/9 11:00,24.162197,120.616917,,,,48.4,16,,46,22,20,細懸浮微粒,32,西屯,2.8,1,普通,,305,0.6
60,0.39,0.4,臺中市,2022/3/9 10:00,24.162197,120.616917,6.1,21.3,27.5,40.4,10,53,44,20,19,細懸浮微粒,32,西屯,2.1,1,普通,,88,0.4
59,0.41,0.4,臺中市,2022/3/9 09:00,24.162197,120.616917,7.6,19.7,27.4,29,6,53,43,20,19,細懸浮微粒,32,西屯,1.6,1,普通,,21,0.4
59,0.67,0.4,臺中市,2022/3/9 08:00,24.162197,120.616917,23.4,31.3,54.7,5.6,3,48,41,21,19,細懸浮微粒,32,西屯,1.5,1,普通,,12,0.4
57,0.48,0.4,臺中市,2022/3/9 07:00,24.162197,120.616917,15.6,30,45.7,2.8,3,41,40,22,18,細懸浮微粒,32,西屯,1.4,1,普通,,40,0.3
55,0.39,0.3,臺中市,2022/3/9 06:00,24.162197,120.616917,7.6,27.1,34.7,2.8,5,48,38,18,17,細懸浮微粒,32,西屯,1.5,1,普通,,32,0.3
54,0.41,0.3,臺中市,2022/3/9 05:00,24.162197,120.616917,11.4,29.1,40.5,1.4,6,45,36,22,17,細懸浮微粒,32,西屯,2,1,普通,,45,0.3
50,0.39,0.3,臺中市,2022/3/9 04:00,24.162197,120.616917,5.3,30.5,35.9,1.6,10,44,35,18,15,,32,西屯,2.2,1,良好,,95,0.3
45,0.34,0.3,臺中市,2022/3/9 03:00,24.162197,120.616917,2.7,27.6,30.4,3.9,15,29,32,17,14,,32,西屯,1.5,1,良好,,295,0.3
48,0.37,0.3,臺中市,2022/3/9 02:00,24.162197,120.616917,3.4,29.6,33,2.9,21,34,33,18,13,,32,西屯,1.2,1,良好,,175,0.3
51,0.44,0.3,臺中市,2022/3/9 01:00,24.162197,120.616917,1.7,31.5,33.3,5.1,27,36,33,16,12,二氧化氮,32,西屯,1.3,1,普通,,205,0.3
50,0.41,0.2,臺中市,2022/3/9 00:00,24.162197,120.616917,1.3,30.7,32,8,32,25,33,11,12,,32,西屯,1.4,1,良好,,109,0.3
45,0.36,0.2,臺中市,2022/3/8 23:00,24.162197,120.616917,1.3,27.2,28.6,16.7,38,32,34,13,12,,32,西屯,1.5,0,良好,,16,0.3
51,0.36,0.2,臺中市,2022/3/8 22:00,24.162197,120.616917,1.9,31.8,33.7,16.1,43,32,34,12,11,二氧化氮,32,西屯,1.5,0,普通,,52,0.3
45,0.26,0.1,臺中市,2022/3/8 21:00,24.162197,120.616917,0.6,18.7,19.4,32.4,49,36,34,15,11,,32,西屯,1.4,0,良好,,6,0.3
48,0.21,0.1,臺中市,2022/3/8 20:00,24.162197,120.616917,0.6,12.3,13,41.2,52,33,34,12,10,,32,西屯,1.2,0,良好,,2,2.3
49,0.19,0.1,臺中市,2022/3/8 19:00,24.162197,120.616917,0.7,10.5,11.3,46,53,33,35,11,9,,32,西屯,1.1,0,良好,,12,3.7
49,0.18,0.1,臺中市,2022/3/8 18:00,24.162197,120.616917,0.9,9.8,10.7,50.7,53,40,36,9,9,,32,西屯,1,0,良好,,14,4.1
47,0.15,0.1,臺中市,2022/3/8 17:00,24.162197,120.616917,1.8,11.2,13,52.1,51,38,35,8,9,,32,西屯,1,0,良好,,12,5
45,0.15,0.1,臺中市,2022/3/8 16:00,24.162197,120.616917,2.1,11.2,13.4,52.1,49,43,33,10,9,,32,西屯,0.9,0,良好,,349,4.9
43,0.15,0.1,臺中市,2022/3/8 15:00,24.162197,120.616917,1.6,8.9,10.6,57,46,44,30,10,9,,32,西屯,0.9,0,良好,,356,5
40,0.16,0.1,臺中市,2022/3/8 14:00,24.162197,120.616917,1.6,9.2,10.9,60.6,43,41,27,12,8,,32,西屯,0.9,0,良好,,350,4.4
37,0.17,0.1,臺中市,2022/3/8 13:00,24.162197,120.616917,1.3,7,8.4,59.9,40,26,24,9,7,,32,西屯,0.8,0,良好,,49,2
35,0.16,0.1,臺中市,2022/3/8 12:00,24.162197,120.616917,2.2,7.2,9.4,50.8,38,27,23,6,7,,32,西屯,0.9,0,良好,,277,1.3
34,0.17,0.1,臺中市,2022/3/8 11:00,24.162197,120.616917,4.2,10.6,14.9,41.3,37,25,22,6,8,,32,西屯,1.2,0,良好,,8,3.2
34,0.18,0.1,臺中市,2022/3/8 10:00,24.162197,120.616917,3.3,10.4,13.7,37.5,37,27,21,8,8,,32,西屯,1.2,0,良好,,28,3.7
35,0.19,0.1,臺中市,2022/3/8 09:00,24.162197,120.616917,3,10.8,13.8,35.8,38,26,19,8,7,,32,西屯,1,0,良好,,21,4
35,0.26,0.1,臺中市,2022/3/8 08:00,24.162197,120.616917,3.5,14.7,18.2,28.8,38,20,18,8,7,,32,西屯,1.3,0,良好,,14,4
37,0.19,0.1,臺中市,2022/3/8 07:00,24.162197,120.616917,1,11.1,12.2,31.7,40,19,18,6,7,,32,西屯,0.9,0,良好,,29,2.4
38,0.16,0.1,臺中市,2022/3/8 06:00,24.162197,120.616917,0.5,7.1,7.7,38.1,41,19,18,7,7,,32,西屯,0.7,0,良好,,27,2.1
